ENSG00000144810,6.952,6.471,7.128,9.515,10.69,10.12,0.00283907
ENSG00000144802,10.27,11.35,10.79,17.51,21.28,20.26,0.011148059
ENSG00000170017,48.34,51.58,55.5,39.68,46.59,43.45,0.040884196
ENSG00000243701,2.362,2.303,2.675,1.687,1.881,1.881,0.015792032
ENSG00000198919,1.482,1.39,1.5,1.066,0.923,1.148,0.011461337
ENSG00000177494,20.44,18.29,23.31,28.52,30.83,33.54,0.007456224
ENSG00000241155,0.3143,0.3317,0.3708,0.118,0.235,0.121,0.027835366
ENSG00000144843,0.6912,0.9165,0.8656,0.5587,0.5963,0.3616,0.033193788
ENSG00000173230,13.6,14.33,15,11.71,12.64,12.13,0.015578169
ENSG00000163406,2.392,2.258,2.446,1.853,1.723,1.588,0.003350545
ENSG00000114013,1.073,1.062,1.203,0.5286,0.4764,0.5508,0.001539217
ENSG00000138496,3.868,4.368,4.097,6.203,5.819,6.722,0.004960328
ENSG00000163840,6.382,6.723,7.181,8.907,8.695,9.058,0.004672327
ENSG00000173193,5.277,5.995,6.237,7.057,7.125,6.895,0.047500603
ENSG00000169087,0.9827,0.8382,0.9433,0.6819,0.4378,0.5752,0.018848886
ENSG00000065485,12.09,12.61,13.18,15.61,16.14,15.2,0.002062727
ENSG00000065534,0.718,0.7639,0.7009,0.3585,0.3636,0.2229,0.005759219
ENSG00000175455,5.002,4.984,5.793,3.655,3.713,3.741,0.027217777
ENSG00000173706,14.54,15.59,15.5,11.89,12.61,12.41,0.003451581
ENSG00000250218,0.1496,0.1579,0.2118,0,0,0,0.012451037
ENSG00000183624,14.42,14.67,15.57,13.28,13.22,13.81,0.034055211
