ENSEMBL	ENTREZID
ENSG00000166192	123228
ENSG00000067221	9399
ENSG00000140464	5371
ENSG00000138623	8482
ENSG00000179335	1198
ENSG00000178802	4351
ENSG00000103811	1512
ENSG00000140379	597
ENSG00000103888	57214
ENSG00000172345	80765
ENSG00000166503	50810
ENSG00000140600	6457
ENSG00000140526	11057
ENSG00000140519	51458
ENSG00000166821	8800
ENSG00000242498	348110
ENSG00000068305	4205
ENSG00000184254	220
ENSG00000284346	100126328
ENSG00000172382	83886
ENSG00000008517	9235
ENSG00000293410	NA
ENSG00000005339	1387
ENSG00000103415	3163
ENSG00000140650	5373
ENSG00000140650	100130283
ENSG00000153060	146279
ENSG00000237515	729993
ENSG00000186260	57496
ENSG00000214940	101059953
ENSG00000005187	6296
ENSG00000196678	112479
ENSG00000103316	1428
ENSG00000185716	730094
ENSG00000103319	29904
ENSG00000058600	55718
ENSG00000168447	6338
ENSG00000140750	55114
ENSG00000169180	23214
ENSG00000176046	26471
ENSG00000178952	7284
ENSG00000169217	10421
ENSG00000169221	26000
ENSG00000235560	107984875
ENSG00000281991	100862671
ENSG00000171208	81831
ENSG00000167207	64127
ENSG00000291109	51716
ENSG00000187193	4501
ENSG00000102934	51090
ENSG00000102962	6367
ENSG00000070729	1258
ENSG00000103005	79650
ENSG00000181938	64785
ENSG00000103034	65009
ENSG00000125107	23019
ENSG00000125166	2806
ENSG00000217555	51192
ENSG00000254788	100529251
ENSG00000135722	55336
ENSG00000259804	107984813
ENSG00000039068	999
ENSG00000103044	3038
ENSG00000168807	6645
ENSG00000090857	55066
ENSG00000090857	124907803
ENSG00000132613	92154
ENSG00000168404	197259
ENSG00000166473	114780
ENSG00000184860	93517
ENSG00000135709	9764
ENSG00000131143	1327
ENSG00000154118	57338
ENSG00000187741	2175
ENSG00000258947	10381
ENSG00000183632	24150
ENSG00000183632	102723655
ENSG00000183632	102723713
ENSG00000205456	729264
ENSG00000205456	102723655
ENSG00000205456	102723713
ENSG00000205457	653550
ENSG00000205457	102723655
ENSG00000205457	102723713
ENSG00000261509	729355
ENSG00000261509	102723655
ENSG00000261509	102723713
ENSG00000127804	79066
ENSG00000141255	84690
ENSG00000185722	51479
ENSG00000161921	58191
ENSG00000108523	26001
ENSG00000227495	102724009
ENSG00000091592	22861
ENSG00000132530	54739
ENSG00000291084	245
ENSG00000072818	9744
ENSG00000213859	147040
ENSG00000277985	26781
ENSG00000179593	247
ENSG00000007174	1770
ENSG00000154957	7566
ENSG00000223510	146822
ENSG00000214941	125150
ENSG00000181350	388341
ENSG00000291110	147166
ENSG00000108602	218
ENSG00000168961	3965
ENSG00000109084	27346
ENSG00000109079	7126
ENSG00000007202	9703
ENSG00000238597	26772
ENSG00000160606	116238
ENSG00000198720	124930
ENSG00000108666	64149
ENSG00000275066	11276
ENSG00000274211	30837
ENSG00000108344	5709
ENSG00000108342	1440
ENSG00000141753	3487
ENSG00000167916	192666
ENSG00000167920	147184
ENSG00000108244	25984
ENSG00000213417	85294
ENSG00000131738	3884
ENSG00000171346	3866
ENSG00000283796	102466658
ENSG00000128422	3872
ENSG00000131473	47
ENSG00000126561	6776
ENSG00000033627	535
ENSG00000068079	3430
ENSG00000108852	4355
ENSG00000267080	339201
ENSG00000108312	7343
ENSG00000004939	6521
ENSG00000108883	9343
ENSG00000131094	10882
ENSG00000185829	51326
ENSG00000185829	100506084
ENSG00000228696	51326
ENSG00000228696	100506084
ENSG00000228696	100996709
ENSG00000259207	3690
ENSG00000120094	3211
ENSG00000167080	124872
ENSG00000005882	5164
ENSG00000141179	58488
ENSG00000121060	7706
ENSG00000121064	59342
ENSG00000264364	140735
ENSG00000213246	6827
ENSG00000108384	5889
ENSG00000267416	105371849
ENSG00000141376	54828
ENSG00000108588	57003
ENSG00000108622	3384
ENSG00000198265	9931
ENSG00000133195	201266
ENSG00000187959	642843
ENSG00000125457	57409
ENSG00000184557	9021
ENSG00000173918	114897
ENSG00000173821	57674
ENSG00000186765	25794
ENSG00000262814	6182
ENSG00000176890	7298
ENSG00000264235	104968399
ENSG00000101680	284217
ENSG00000128791	57045
ENSG00000154889	65258
ENSG00000158201	171586
ENSG00000154065	147463
ENSG00000168234	125488
ENSG00000141447	114876
ENSG00000134762	1825
ENSG00000134755	1824
ENSG00000134757	1830
ENSG00000141431	80816
ENSG00000186814	100101467
ENSG00000152229	9050
ENSG00000184828	201501
ENSG00000141642	55520
ENSG00000196628	6925
ENSG00000166401	5271
ENSG00000197971	4155
ENSG00000101546	79863
ENSG00000178184	84552
ENSG00000099840	113177
ENSG00000186300	148254
ENSG00000178078	55620
ENSG00000167670	10036
ENSG00000127666	148022
ENSG00000105426	5802
ENSG00000223573	257000
ENSG00000171124	2525
ENSG00000125648	79085
ENSG00000125657	8744
ENSG00000125735	8740
ENSG00000125730	718
ENSG00000141968	7409
ENSG00000167772	51129
ENSG00000181143	94025
ENSG00000090339	3383
ENSG00000180739	53637
ENSG00000130164	3949
ENSG00000198551	199692
ENSG00000197933	55552
ENSG00000223547	284391
ENSG00000283980	105372280
ENSG00000008441	4784
ENSG00000104903	4066
ENSG00000132003	65249
ENSG00000132002	3337
ENSG00000186529	4051
ENSG00000186204	66002
ENSG00000196684	84941
ENSG00000127528	10365
ENSG00000072954	79041
ENSG00000188039	284434
ENSG00000160117	126549
ENSG00000130312	64981
ENSG00000130303	684
ENSG00000141971	93343
ENSG00000105696	25789
ENSG00000168813	22847
ENSG00000089335	55900
ENSG00000089327	53827
ENSG00000197808	92283
ENSG00000198182	84775
ENSG00000099338	57828
ENSG00000099341	5714
ENSG00000130244	147965
ENSG00000188505	342897
ENSG00000006712	54623
ENSG00000013275	5704
ENSG00000077312	6626
ENSG00000255974	1548
ENSG00000291083	1556
ENSG00000105409	478
ENSG00000028277	5452
ENSG00000234465	390940
ENSG00000011422	5329
ENSG00000186567	56971
ENSG00000069399	602
ENSG00000104856	5971
ENSG00000177464	2828
ENSG00000204866	147920
ENSG00000188293	374918
ENSG00000160007	2909
ENSG00000105499	8605
ENSG00000269420	106144526
ENSG00000105516	1628
ENSG00000142233	126147
ENSG00000176920	2524
ENSG00000087074	23645
ENSG00000235191	100874085
ENSG00000167759	26085
ENSG00000105568	5518
ENSG00000170949	90338
ENSG00000105048	7138
ENSG00000233493	388564
ENSG00000218891	163033
ENSG00000166770	100128252
ENSG00000152439	374928
ENSG00000181894	79673
ENSG00000088833	55968
ENSG00000101365	3420
ENSG00000235958	100134015
ENSG00000101224	994
ENSG00000088826	54498
ENSG00000101290	8760
ENSG00000125772	56261
ENSG00000125845	650
ENSG00000125827	56255
ENSG00000101333	5332
ENSG00000149346	128710
ENSG00000132640	22903
ENSG00000172296	55304
ENSG00000132669	54453
ENSG00000101343	51340
ENSG00000088970	55857
ENSG00000178726	7056
ENSG00000281376	103021294
ENSG00000260903	343702
ENSG00000198547	284805
ENSG00000198183	51297
ENSG00000101417	11264
ENSG00000101444	191
ENSG00000260032	647979
ENSG00000088367	2036
ENSG00000259399	100527943
ENSG00000101084	55969
ENSG00000101079	57446
ENSG00000101347	25939
ENSG00000101413	58490
ENSG00000198959	7052
ENSG00000124102	5266
ENSG00000124107	6590
ENSG00000124145	6385
ENSG00000175063	11065
ENSG00000204044	109729184
ENSG00000101017	958
ENSG00000064655	2139
ENSG00000101040	23613
ENSG00000124151	8202
ENSG00000196562	55959
ENSG00000124201	57169
ENSG00000124226	55905
ENSG00000240849	387521
ENSG00000231742	101927541
ENSG00000054793	10079
ENSG00000234948	101927700
ENSG00000101144	655
ENSG00000278709	105416157
ENSG00000124172	514
ENSG00000130703	9885
ENSG00000130703	105369209
ENSG00000149679	81928
ENSG00000101193	54994
ENSG00000197457	50861
ENSG00000275464	102724159
ENSG00000154719	54148
ENSG00000197934	100996571
ENSG00000156239	29104
ENSG00000184351	337882
ENSG00000170262	56246
ENSG00000166979	59271
ENSG00000159082	8867
ENSG00000159128	3460
ENSG00000230978	54064
ENSG00000159228	873
ENSG00000159267	3141
ENSG00000230366	257203
ENSG00000183778	10317
ENSG00000183486	4600
ENSG00000157601	4599
ENSG00000233056	90625
ENSG00000160213	1476
ENSG00000160214	8568
ENSG00000241945	5822
ENSG00000290418	387590
ENSG00000015475	637
ENSG00000100033	5625
ENSG00000070010	7353
ENSG00000161180	164592
ENSG00000100228	9609
ENSG00000189269	51233
ENSG00000099998	2687
ENSG00000178026	388886
ENSG00000197077	85379
ENSG00000203280	100128531
ENSG00000100053	1417
ENSG00000169184	4330
ENSG00000128342	3976
ENSG00000184792	23762
ENSG00000241878	23761
ENSG00000100234	7078
ENSG00000100320	23543
ENSG00000185022	23764
ENSG00000283900	102800317
ENSG00000213923	1454
ENSG00000244509	27350
ENSG00000100311	5155
ENSG00000263764	26807
ENSG00000128272	468
ENSG00000133477	113828
ENSG00000167074	7008
ENSG00000100290	638
ENSG00000238120	100506737
ENSG00000186951	5465
ENSG00000291040	401577
ENSG00000292362	401577
ENSG00000101825	25878
ENSG00000101911	5634
ENSG00000198759	25975
ENSG00000008086	6792
ENSG00000147010	30011
ENSG00000184368	256714
ENSG00000130066	6303
ENSG00000047597	7504
ENSG00000147041	94122
ENSG00000183337	54880
ENSG00000124486	8239
ENSG00000189221	4128
ENSG00000069535	4129
ENSG00000207725	407007
ENSG00000126767	2002
ENSG00000171489	389852
ENSG00000068323	7030
ENSG00000247746	158880
ENSG00000083750	10325
ENSG00000188021	29978
ENSG00000147065	4478
ENSG00000089472	9843
ENSG00000147168	3561
ENSG00000165240	538
ENSG00000165259	139324
ENSG00000236256	10824
ENSG00000102385	1821
ENSG00000126945	3188
ENSG00000172476	142684
ENSG00000133135	79589
ENSG00000157514	1831
ENSG00000268104	11254
ENSG00000125351	65109
ENSG00000258545	101928969
ENSG00000134597	51634
ENSG00000134602	51765
ENSG00000076770	55796
ENSG00000208005	574506
ENSG00000129675	9459
ENSG00000102081	2332
ENSG00000283697	101928917
ENSG00000029993	3149
ENSG00000183837	29944
ENSG00000102030	8260
ENSG00000207165	26778
ENSG00000071859	9130
ENSG00000182712	100272147
